date,trade_idx,side,entry_time,pnl,win,ovn_pos,daily_bias,range_consumed,fib_dist,golden_zone,rsi_1h,hurst,poc_above,poc_dist,mtf_1h_bull,mtf_4h_bull,mtf_aligned,atr,fib_runway,fib_floor,fib_density,above_P,above_P_pts,near_golden,struct_rr
2026-02-19,0,SHORT,10:50,102.26,1,0.146,SHORT,0.662,45.67,0,35.78,-0.3331,1,80.5,0,0,1,59.7,98.2,189.5,0,0,-45.7,0,0.52
2026-02-19,1,SHORT,13:00,-118.24,0,0.146,SHORT,1.596,3.59,0,31.55,-0.2956,0,-21.2,0,0,1,39.0,40.8,291.2,1,0,-147.4,0,0.14
2026-02-20,0,SHORT,13:15,-0.74,0,0.066,SHORT,5.056,11.9,0,55.22,0.2757,1,178.5,1,1,0,52.2,225.7,69.8,2,1,144.0,0,3.23
2026-02-23,0,SHORT,10:40,160.76,1,0.62,BOTH,2.603,44.52,0,48.12,0.0546,0,-153.8,0,0,1,58.5,44.5,309.0,0,0,-132.2,0,0.14
2026-02-23,1,SHORT,11:45,97.76,1,0.62,BOTH,5.316,20.12,0,40.43,0.1257,0,-232.8,0,0,1,43.5,20.1,388.0,3,0,-211.2,0,0.05
2026-02-25,0,LONG,10:30,46.26,1,0.907,LONG,3.389,15.67,0,71.82,0.2732,1,542.5,1,1,1,40.5,15.7,518.8,1,1,371.1,0,0.03
2026-02-25,1,LONG,13:00,76.76,1,0.907,LONG,12.733,33.83,0,83.03,0.2363,1,592.0,1,1,1,14.7,198.6,568.3,1,1,420.6,0,0.35
2026-02-27,0,SHORT,13:00,-0.74,0,0.068,SHORT,2.886,32.44,0,39.15,-0.2277,1,1.8,0,0,1,39.3,32.4,334.3,1,0,-150.9,0,0.1
2026-02-27,1,SHORT,13:55,-81.24,0,0.068,SHORT,3.253,5.69,0,36.88,-0.2521,0,-25.0,0,0,1,26.7,5.7,361.0,1,0,-177.7,0,0.02
2026-03-05,0,SHORT,10:30,-201.24,0,0.091,SHORT,0.191,69.05,0,44.52,0.1871,1,71.8,0,1,0,66.7,69.1,239.2,0,0,-85.1,0,0.29
2026-03-05,1,SHORT,10:50,218.76,1,0.091,SHORT,1.355,16.42,0,50.41,0.1201,1,173.2,0,1,0,65.5,170.6,137.7,1,1,16.4,0,1.24
2026-03-09,0,LONG,10:30,114.76,1,0.635,BOTH,0.042,22.67,0,72.78,-0.2139,0,-235.2,1,0,0,83.5,450.1,137.4,1,0,-331.9,0,3.28
2026-03-10,0,LONG,10:30,84.76,1,0.506,BOTH,1.033,40.08,0,60.3,-0.0063,1,581.0,1,1,1,60.5,223.8,643.7,0,1,476.8,0,0.35
2026-03-10,1,LONG,10:50,-0.74,0,0.506,BOTH,2.495,113.58,0,64.77,0.0899,1,654.5,1,1,1,54.5,150.3,717.2,0,1,550.3,0,0.21
2026-03-11,0,LONG,10:55,-187.24,0,0.612,BOTH,0.484,12.67,0,50.3,-0.0459,1,29.0,1,1,1,62.0,111.6,136.9,1,1,12.7,0,0.82
2026-03-16,0,LONG,10:55,-0.74,0,0.919,LONG,0.849,2.0,0,66.68,-0.0437,1,41.5,1,1,1,45.7,2.0,342.4,2,1,169.8,0,0.01
2026-03-16,1,LONG,13:05,-0.74,0,0.919,LONG,1.171,2.5,0,65.76,-0.0608,1,41.0,1,1,1,32.7,2.5,341.9,2,1,169.2,0,0.01
2026-03-17,0,LONG,10:30,-128.24,0,0.935,LONG,1.683,41.25,0,71.06,-0.0307,1,406.5,1,1,1,42.3,999.0,444.2,0,1,362.5,0,
2026-03-17,1,LONG,13:00,0.76,1,0.935,LONG,1.033,1.0,0,67.92,-0.1049,1,366.2,1,1,1,30.0,999.0,404.0,1,1,322.2,0,
2026-03-18,0,SHORT,10:30,-154.74,0,0.19,SHORT,1.793,16.0,0,31.36,-0.2318,0,-181.2,0,0,1,51.2,76.8,248.9,1,0,-184.5,0,0.31
2026-03-18,1,SHORT,11:10,-0.74,0,0.19,SHORT,0.561,13.12,0,34.16,-0.1777,0,-114.0,0,0,1,43.7,51.2,181.6,3,0,-117.2,0,0.28
2026-03-19,0,SHORT,11:20,83.76,1,0.084,SHORT,0.526,53.17,0,34.49,-0.1946,0,-497.5,0,0,1,58.5,53.2,470.8,0,0,-374.4,0,0.11
2026-03-19,1,SHORT,13:05,-117.74,0,0.084,SHORT,1.094,20.08,0,25.49,-0.1074,0,-570.8,0,0,1,38.8,999.0,544.1,1,0,-447.7,0,
2026-03-20,0,SHORT,13:15,107.76,1,0.494,BOTH,7.249,51.92,0,26.2,-0.0999,0,-394.5,0,0,1,33.8,51.9,455.6,0,0,-315.3,0,0.11
2026-03-20,1,SHORT,13:45,85.76,1,0.494,BOTH,9.369,13.58,0,24.16,-0.0979,0,-460.0,0,0,1,33.2,120.1,521.1,1,0,-380.8,0,0.23
2026-03-23,0,LONG,10:30,-0.74,0,0.728,BOTH,2.016,4.58,0,76.44,0.0006,1,198.2,1,1,1,69.8,4.6,583.5,1,1,420.9,0,0.01
2026-03-23,1,LONG,11:20,-147.24,0,0.728,BOTH,3.221,11.42,0,74.93,-0.002,1,214.2,1,1,1,48.7,137.4,599.5,1,1,436.9,0,0.23
2026-03-24,0,SHORT,10:35,-214.74,0,0.198,SHORT,0.717,53.82,0,41.2,-0.2227,0,-315.5,0,0,1,71.2,93.2,438.8,0,0,-291.8,0,0.21
2026-03-24,1,SHORT,13:00,-0.74,0,0.198,SHORT,0.824,37.57,0,46.18,-0.1889,0,-299.2,0,0,1,42.2,109.5,422.6,1,0,-275.5,0,0.26
2026-03-25,0,LONG,10:30,-168.24,0,0.648,BOTH,1.19,31.83,0,53.87,0.0516,1,238.0,1,1,1,55.7,31.8,313.7,1,1,218.2,0,0.1
2026-03-25,1,LONG,13:25,83.26,1,0.648,BOTH,0.033,1.33,0,54.22,0.0206,1,173.0,1,1,1,37.8,1.3,248.7,3,1,153.2,1,0.01
2026-03-27,0,SHORT,10:30,-0.74,0,0.175,SHORT,2.571,52.08,0,24.82,-0.147,0,-576.2,0,0,1,61.2,222.1,614.4,0,0,-470.3,0,0.36
2026-03-27,1,SHORT,10:50,-0.74,0,0.175,SHORT,2.84,58.58,0,24.05,-0.1728,0,-582.8,0,0,1,57.7,215.6,620.9,0,0,-476.8,0,0.35
2026-03-30,0,LONG,10:55,-0.74,0,0.854,LONG,2.45,58.5,0,65.93,0.2108,0,-233.0,1,0,0,53.7,185.0,77.0,0,0,-58.5,0,2.4
2026-03-30,1,LONG,11:30,-0.74,0,0.854,LONG,2.175,49.5,0,63.77,0.146,0,-224.0,1,0,0,56.3,176.0,86.0,0,0,-49.5,0,2.05
2026-03-31,0,LONG,10:30,-181.24,0,0.884,LONG,2.975,43.01,0,74.71,-0.2204,1,173.0,1,1,1,60.0,148.1,543.3,0,1,352.2,0,0.27
2026-03-31,1,LONG,11:00,27.76,1,0.884,LONG,1.468,5.04,0,57.79,-0.1022,1,76.0,1,1,1,55.5,54.0,446.3,1,1,255.2,0,0.12
2026-04-01,0,LONG,10:30,152.26,1,0.585,BOTH,1.137,66.0,0,58.48,-0.0903,1,395.5,1,1,1,60.7,66.0,615.0,0,1,443.0,0,0.11
2026-04-01,1,LONG,10:45,-0.74,0,0.585,BOTH,2.34,11.25,0,62.52,-0.143,1,472.8,1,1,1,62.5,325.8,692.2,1,1,520.2,0,0.47
2026-04-06,0,LONG,10:30,-207.24,0,0.681,BOTH,1.442,30.33,0,65.95,-0.339,1,222.5,1,1,1,68.7,30.3,553.1,3,1,327.8,0,0.05
2026-04-08,0,LONG,11:45,-0.74,0,0.936,LONG,3.097,407.42,0,48.65,-0.2012,1,915.0,1,1,1,38.8,999.0,1091.5,0,1,953.3,0,
2026-04-09,0,LONG,10:50,91.76,1,0.9,LONG,1.24,26.08,0,54.63,-0.1377,0,-46.5,1,0,0,36.5,150.3,98.2,1,0,-26.1,0,1.53
2026-04-09,1,LONG,11:25,185.26,1,0.9,LONG,0.734,3.58,0,56.61,-0.0538,0,-24.0,1,0,0,31.0,127.8,120.7,1,0,-3.6,0,1.06
2026-04-10,0,LONG,10:30,-0.74,0,0.702,BOTH,1.023,18.5,0,63.85,-0.0749,1,360.8,1,1,1,39.3,97.5,322.8,2,1,206.8,0,0.3
2026-04-14,0,LONG,10:30,201.76,1,0.673,BOTH,4.116,42.67,0,78.28,-0.2976,1,576.5,1,1,1,33.8,42.7,549.3,0,1,444.4,0,0.08
2026-04-14,1,LONG,11:55,83.26,1,0.673,BOTH,9.418,37.83,0,84.05,-0.2084,1,657.0,1,1,1,23.3,999.0,629.8,1,1,524.9,0,
2026-04-16,0,LONG,10:30,-0.74,0,0.696,BOTH,1.215,5.08,0,40.23,-0.1766,1,356.8,0,1,0,53.5,5.1,293.1,2,1,168.7,0,0.02
2026-04-16,1,LONG,13:10,92.26,1,0.696,BOTH,0.106,14.08,0,49.98,-0.1575,1,425.2,1,1,1,33.2,110.3,361.6,2,1,237.2,0,0.31
2026-04-17,0,LONG,10:30,83.26,1,0.679,BOTH,1.943,73.58,0,86.07,0.0686,1,311.5,1,1,1,51.3,73.6,474.7,0,1,365.1,0,0.16
2026-04-17,1,LONG,10:55,-0.74,0,0.679,BOTH,3.426,38.58,0,87.13,0.0958,1,346.5,1,1,1,39.3,38.6,509.7,1,1,400.1,0,0.08
2026-04-20,0,SHORT,11:00,-0.74,0,0.844,BOTH,4.044,2.5,0,38.45,-0.1522,0,-69.5,0,0,1,47.2,2.5,251.0,3,0,-154.2,1,0.01
2026-04-20,1,SHORT,11:40,-149.74,0,0.844,BOTH,2.823,6.33,0,44.17,-0.1026,0,-18.5,0,0,1,49.5,20.2,200.0,3,0,-103.2,0,0.1
2026-04-21,0,LONG,10:30,-127.24,0,0.456,BOTH,0.815,2.5,0,54.17,0.0361,1,176.0,1,1,1,42.0,11.5,229.2,4,1,131.0,0,0.05
2026-04-21,1,SHORT,13:20,-115.74,0,0.456,BOTH,4.795,11.92,0,27.22,-0.0475,0,-41.2,0,0,1,38.2,11.9,184.4,2,0,-86.2,0,0.06
2026-04-22,0,LONG,10:30,-0.74,0,0.936,LONG,2.04,50.04,0,75.24,-0.0322,1,254.8,1,1,1,41.7,58.8,335.0,0,1,226.2,0,0.18
2026-04-22,1,LONG,10:45,-0.74,0,0.936,LONG,2.366,46.83,0,76.09,-0.1491,1,266.8,1,1,1,41.0,46.8,347.0,0,1,238.2,0,0.13
2026-04-23,0,LONG,10:30,110.76,1,0.576,BOTH,0.496,17.62,0,47.59,0.0497,1,79.0,1,1,1,46.3,17.6,161.8,1,1,74.9,0,0.11
2026-04-23,1,LONG,11:10,-0.74,0,0.576,BOTH,3.036,1.33,0,62.26,0.0778,1,160.8,1,1,1,34.5,85.6,243.6,3,1,156.7,0,0.35
2026-04-24,0,LONG,10:35,151.76,1,0.658,BOTH,0.373,25.08,0,61.34,0.0326,1,437.8,1,1,1,59.0,156.8,501.1,1,1,319.2,0,0.31
2026-04-24,1,LONG,11:20,90.26,1,0.658,BOTH,3.086,62.5,0,67.44,0.0283,1,532.0,1,1,1,37.7,62.5,595.3,0,1,413.5,0,0.1
2026-04-30,0,LONG,10:45,163.76,1,0.747,BOTH,2.766,28.83,0,34.19,0.0162,1,108.2,0,0,0,73.8,46.4,95.2,1,1,28.8,0,0.49
2026-04-30,1,LONG,11:05,-0.74,0,0.747,BOTH,1.269,18.67,0,41.89,0.0818,1,228.8,1,1,1,66.0,47.7,215.7,2,1,149.3,0,0.22
2026-05-01,0,LONG,10:30,-0.74,0,0.703,BOTH,3.494,70.33,0,69.39,0.1969,1,396.0,1,1,1,51.7,75.1,505.6,0,1,360.2,0,0.15
2026-05-01,1,LONG,11:05,96.26,1,0.703,BOTH,4.056,58.83,0,66.07,0.2149,1,384.5,1,1,1,41.7,86.6,494.1,0,1,348.7,0,0.18
2026-05-04,0,LONG,10:30,-0.74,0,0.645,BOTH,0.811,24.72,0,49.78,0.3587,1,205.8,1,1,1,45.3,24.7,206.4,1,1,90.8,0,0.12
2026-05-04,1,LONG,11:00,-128.74,0,0.645,BOTH,0.847,25.47,0,44.86,0.0566,1,205.0,1,1,1,42.5,25.5,205.6,1,1,90.1,0,0.12
2026-05-05,0,LONG,10:30,13.76,1,0.933,LONG,3.333,22.42,0,96.4,0.1687,1,375.0,1,1,1,41.3,139.9,474.0,1,1,349.2,0,0.3
2026-05-05,1,LONG,13:00,85.76,1,0.933,LONG,7.004,25.92,0,95.37,0.1329,1,378.5,1,1,1,20.2,136.4,477.5,1,1,352.7,0,0.29
2026-05-06,0,LONG,10:30,81.76,1,0.537,BOTH,1.488,15.75,0,70.55,-0.2593,1,425.8,1,1,1,64.3,999.0,452.8,1,1,374.5,0,
2026-05-06,1,LONG,11:00,-0.74,0,0.537,BOTH,3.526,81.0,0,73.12,-0.1927,1,491.0,1,1,1,45.7,999.0,518.0,0,1,439.8,0,
2026-05-08,0,LONG,10:40,-0.74,0,0.772,BOTH,5.388,28.75,0,93.22,0.0157,1,468.8,1,1,1,48.2,134.8,569.8,1,1,420.2,0,0.24
2026-05-08,1,LONG,11:20,114.26,1,0.772,BOTH,7.818,58.5,0,93.43,0.0172,1,498.5,1,1,1,37.0,105.0,599.6,0,1,450.0,0,0.18
2026-05-11,0,LONG,10:35,126.76,1,0.459,BOTH,0.771,21.91,0,59.49,-0.0986,1,438.8,1,1,1,66.2,32.0,357.9,2,1,196.6,0,0.09
2026-05-11,1,LONG,11:40,78.76,1,0.459,BOTH,3.448,21.5,0,61.96,-0.1014,1,503.2,1,1,1,33.5,21.5,422.4,3,1,261.1,1,0.05
2026-05-13,0,LONG,10:30,108.26,1,0.587,BOTH,0.162,28.17,0,60.31,-0.2611,1,149.5,1,1,1,72.5,28.2,460.9,3,1,249.1,0,0.06
2026-05-13,1,LONG,11:30,82.76,1,0.587,BOTH,0.873,11.92,0,58.79,-0.266,1,196.8,1,1,1,40.7,46.3,508.2,2,1,296.3,0,0.09
2026-05-14,0,SHORT,13:15,-121.74,0,0.12,SHORT,3.498,16.92,1,56.59,0.0606,1,471.2,1,1,0,40.2,404.7,16.9,1,1,228.1,0,23.95
2026-05-18,0,SHORT,11:15,-0.74,0,0.836,BOTH,3.664,46.35,0,49.28,0.0358,0,-149.0,0,0,1,90.3,105.5,443.8,0,0,-292.0,0,0.24
2026-05-18,1,SHORT,13:20,233.76,1,0.836,BOTH,5.91,75.85,0,46.38,-0.028,0,-178.5,0,0,1,61.0,76.0,473.3,0,0,-321.5,0,0.16
2026-05-19,0,SHORT,10:40,96.76,1,0.124,SHORT,1.082,14.17,0,30.96,0.0486,0,-478.0,0,0,1,98.2,14.2,506.7,3,0,-299.4,0,0.03
2026-05-19,1,SHORT,10:55,-0.74,0,0.124,SHORT,0.538,31.59,0,33.21,0.0553,0,-417.5,0,0,1,85.0,32.5,446.2,2,0,-238.9,0,0.07
2026-05-20,0,LONG,10:30,90.76,1,0.74,BOTH,1.581,17.5,0,72.53,-0.4338,1,367.0,1,1,1,89.2,17.5,444.0,3,1,267.0,1,0.04
2026-05-20,1,LONG,11:05,255.26,1,0.74,BOTH,2.613,23.46,0,72.28,-0.449,1,409.8,1,1,1,70.3,153.5,486.7,2,1,309.8,0,0.32
2026-05-22,0,LONG,10:35,154.76,1,0.634,BOTH,0.386,4.67,0,53.94,-0.0386,1,383.8,1,1,1,65.3,22.0,404.5,3,1,241.6,1,0.05
2026-05-22,1,LONG,11:15,-111.74,0,0.634,BOTH,3.244,72.26,0,67.15,-0.0128,1,478.0,1,1,1,36.8,90.7,498.8,0,1,335.8,0,0.18
2026-05-26,0,LONG,10:30,-0.74,0,0.812,BOTH,3.537,86.08,0,80.73,0.1424,1,483.5,1,1,1,49.8,999.0,564.3,0,1,465.9,0,
2026-05-26,1,LONG,10:50,-123.74,0,0.812,BOTH,4.2,81.33,0,80.51,0.1557,1,478.8,1,1,1,40.8,999.0,559.5,0,1,461.2,0,
2026-05-27,0,SHORT,11:45,-143.74,0,0.455,BOTH,6.032,13.49,0,32.86,0.1635,1,13.0,0,0,1,47.5,13.5,210.0,2,0,-98.2,0,0.06
2026-05-29,0,LONG,10:30,-149.74,0,0.993,LONG,1.091,7.06,0,70.22,0.2931,1,341.2,1,1,1,49.5,7.1,412.2,2,1,253.6,1,0.02
2026-05-29,1,LONG,11:05,12.76,1,0.993,LONG,0.12,4.04,0,62.36,0.2762,1,294.5,1,1,1,60.7,4.0,365.4,1,1,206.8,0,0.01
2026-06-02,0,LONG,10:30,121.26,1,0.885,LONG,0.696,56.58,0,76.99,0.1449,1,232.2,1,1,1,56.0,95.1,208.2,0,1,56.6,0,0.46
2026-06-02,1,LONG,11:30,-0.74,0,0.885,LONG,3.734,18.32,0,88.92,0.1288,1,309.0,1,1,1,31.0,18.3,285.0,1,1,133.3,0,0.06
2026-06-03,0,LONG,11:25,-133.74,0,0.81,BOTH,1.947,44.47,0,48.52,-0.0068,1,151.8,0,1,0,44.2,44.5,175.4,0,1,65.8,0,0.25
2026-06-03,1,SHORT,13:10,-123.24,0,0.81,BOTH,5.195,50.17,0,35.83,-0.0545,1,26.5,0,0,1,40.7,50.2,169.7,0,0,-59.4,0,0.3
2026-06-05,0,SHORT,10:30,109.76,1,0.092,SHORT,1.67,76.67,0,26.13,-0.0437,0,-381.5,0,0,1,81.0,76.7,705.4,0,0,-534.4,0,0.11
2026-06-05,1,SHORT,10:50,96.76,1,0.092,SHORT,2.644,11.42,0,21.93,-0.0521,0,-446.8,0,0,1,75.8,11.4,770.6,1,0,-599.7,0,0.01
2026-06-08,0,LONG,10:40,178.76,1,0.905,LONG,0.251,142.67,0,63.11,0.0194,0,-499.8,1,1,1,94.5,214.9,544.1,0,1,142.7,0,0.39
2026-06-08,1,LONG,10:55,85.76,1,0.905,LONG,1.743,88.17,0,66.45,0.0169,0,-373.0,1,1,1,86.3,88.2,670.9,0,1,269.4,0,0.13
2026-06-11,0,LONG,11:45,-0.74,0,0.727,BOTH,0.753,21.67,0,59.29,-0.0152,0,-38.0,1,1,1,98.7,210.2,279.9,1,1,21.7,0,0.75
2026-06-15,0,LONG,10:30,95.76,1,0.991,LONG,1.523,328.67,0,90.37,-0.1384,1,1241.8,1,1,1,64.5,999.0,1382.5,0,1,1180.1,0,
2026-06-15,1,LONG,11:05,-0.74,0,0.991,LONG,3.73,419.42,0,91.13,-0.0709,1,1332.5,1,1,1,50.7,999.0,1473.3,0,1,1270.8,0,
