date,ib_range_pts,day_ret_pct,day_range_pct,vol_vol,continuation,post_move_pts,live_regime,hmm_state,hmm_regime
2025-07-11,141.5,0.17782917489444802,0.6927700985151809,0.5711161163818597,-1,34.75,CHOPPY,0,HMM_QUIET
2025-07-14,145.5,0.37048740887644244,0.9817916335225725,0.7974894996301545,-1,89.25,CHOPPY,0,HMM_QUIET
2025-07-15,103.75,-0.7305955754787126,0.8469736317496578,0.5972049410099838,1,148.0,CHOPPY,0,HMM_QUIET
2025-07-16,141.75,-0.03683720123946348,1.1452035797092028,0.8087043292953217,-1,61.0,CHOPPY,0,HMM_QUIET
2025-07-17,109.5,0.6017250895553079,0.9318080973149642,0.7233617752250806,1,85.0,CHOPPY,0,HMM_QUIET
2025-07-18,123.25,-0.33261088817836526,0.6008454754189824,0.6102902403591132,-1,29.25,CHOPPY,0,HMM_QUIET
2025-07-21,170.0,0.38699274388605215,0.7309862940069873,0.6820783465639224,-1,70.25,CHOPPY,0,HMM_QUIET
2025-07-22,244.75,-0.5482737942259917,1.0483594620063394,0.8171960747189256,-1,49.25,TRENDING,0,HMM_QUIET
2025-07-23,121.75,0.3170474818906777,1.0532424822130988,0.7620205522043048,-1,142.5,CHOPPY,0,HMM_QUIET
2025-07-24,102.25,0.0010695644733464532,0.5411996235133054,0.6750379673929482,-1,42.0,CHOPPY,0,HMM_QUIET
2025-07-25,85.75,0.2643350955673038,0.6281971704372766,0.6671611690197383,1,17.0,QUIET,0,HMM_QUIET
2025-07-28,65.25,0.12461125548502536,0.3866144080432838,0.7346875777320026,-1,1.0,QUIET,0,HMM_QUIET
2025-07-29,113.5,-0.597571570850374,0.9758216609099193,0.6105381557170156,1,104.75,CHOPPY,0,HMM_QUIET
2025-07-30,76.25,0.3523188112699443,1.0856954304995263,0.7687578984114947,1,66.25,QUIET,0,HMM_QUIET
2025-07-31,144.0,-1.6201534882252004,1.8801781221378866,0.5089062264822999,1,277.25,CHOPPY,1,HMM_CHOPPY
2025-08-01,296.25,-0.8900631273483265,1.3307634835901379,0.5556806621652359,1,102.0,TRENDING,0,HMM_QUIET
2025-08-04,175.0,0.8573562683351916,0.9547831170096452,0.7086426541209029,1,42.25,CHOPPY,0,HMM_QUIET
2025-08-05,135.25,-0.8683548369827078,1.2152684833235183,0.583120760619489,1,143.75,CHOPPY,0,HMM_QUIET
2025-08-06,136.25,1.0401942271378473,1.2775829511734555,0.7450083257289947,1,210.25,CHOPPY,0,HMM_QUIET
2025-08-07,128.25,-0.40994025676878104,1.4459133087581035,0.4865060295729286,1,70.25,CHOPPY,0,HMM_QUIET
2025-08-08,156.5,0.8113245616829676,0.8803508660146335,0.5921275231630041,1,57.0,CHOPPY,0,HMM_QUIET
2025-08-11,86.5,-0.3383827203440751,0.9171120457923532,0.5251828141854041,-1,116.5,QUIET,0,HMM_QUIET
2025-08-12,186.5,0.8132136687313024,1.3788817258669364,0.9157805616904328,1,173.0,CHOPPY,0,HMM_QUIET
2025-08-13,121.75,-0.39614048950903535,0.7610888144898001,0.6019736668757419,1,7.75,CHOPPY,0,HMM_QUIET
2025-08-14,119.0,0.10897697861326795,0.6884411052780485,0.536804850227704,-1,67.0,CHOPPY,0,HMM_QUIET
2025-08-15,144.75,-0.5008521806413836,0.73611677488838,0.6387537840945672,1,66.0,CHOPPY,0,HMM_QUIET
2025-08-18,89.5,0.10307651853799632,0.44491191164869837,0.6496013526688716,1,17.75,QUIET,0,HMM_QUIET
2025-08-19,148.0,-1.1772751183587586,1.4539715938979485,0.6336416129818787,1,144.25,CHOPPY,0,HMM_QUIET
2025-08-20,368.75,-0.4375526930834659,1.6936490827401471,0.5858810487476815,-1,227.25,TRENDING,0,HMM_QUIET
2025-08-21,193.0,-0.22893133134854526,0.9834374093141733,0.5987166618558742,-1,138.25,CHOPPY,0,HMM_QUIET
2025-08-22,427.25,1.2841315724432887,1.9073920845914958,0.8914502060088022,1,9.25,TRENDING,0,HMM_QUIET
2025-08-25,116.0,0.05745658835546476,0.7309754851889684,0.7573498943332121,-1,31.0,CHOPPY,0,HMM_QUIET
2025-08-26,121.25,0.500633781063261,0.7381685325039146,0.734713132635713,1,45.0,CHOPPY,0,HMM_QUIET
2025-08-27,118.25,0.3111526453284625,0.7178811885393879,0.7027238860355021,1,16.25,CHOPPY,0,HMM_QUIET
2025-08-28,170.75,0.563651361011823,0.9781942006302743,0.8726840445706513,-1,143.75,CHOPPY,0,HMM_QUIET
2025-08-29,240.0,-0.7853458481312362,1.1267546084897682,0.7253289642625655,1,32.0,TRENDING,0,HMM_QUIET
2025-09-01,51.75,0.11394615777815642,0.2715539274152326,0.6792905844125255,1,18.25,QUIET,0,HMM_QUIET
2025-09-02,255.25,0.7402517288773931,1.1471737318860187,0.6133649751032807,1,10.0,TRENDING,0,HMM_QUIET
2025-09-03,102.25,0.14835528422310928,0.8869297927295237,0.5183305351913128,1,24.75,CHOPPY,0,HMM_QUIET
2025-09-04,138.25,0.7772489645553178,1.152032026916238,0.7109930128580875,1,181.75,CHOPPY,0,HMM_QUIET
2025-09-05,273.25,-0.8062996083687617,1.6649563341640663,0.6562591184969556,-1,28.25,TRENDING,0,HMM_QUIET
2025-09-08,105.25,0.05991359828457909,0.5444779633581046,0.6040632832044914,-1,64.0,CHOPPY,0,HMM_QUIET
2025-09-09,76.75,0.09649674847912734,0.6765261170547514,0.6995167748855708,-1,47.5,QUIET,0,HMM_QUIET
2025-09-10,106.5,-0.4906556659791237,0.8990145217409422,0.5495036554544191,1,82.75,CHOPPY,0,HMM_QUIET
2025-09-11,93.5,0.13763189723485006,0.5797222338073987,0.721636811342254,-1,45.0,QUIET,0,HMM_QUIET
2025-09-12,74.5,0.27245689565524844,0.6530646201202138,0.6200472053799072,1,34.25,QUIET,0,HMM_QUIET
2025-09-15,93.5,0.47977996298249426,0.5945549110235651,0.6673590726657789,1,39.5,QUIET,0,HMM_QUIET
2025-09-16,77.0,-0.19203713402548855,0.40358606241720324,0.824915043428634,-1,1.5,QUIET,0,HMM_QUIET
2025-09-17,105.0,-0.07825128960184508,1.2540798780927278,0.7070506607156211,-1,61.25,CHOPPY,0,HMM_QUIET
2025-09-18,186.75,0.08287038457996992,0.8737198571764729,0.8132051849740957,-1,84.5,CHOPPY,0,HMM_QUIET
2025-09-22,91.5,0.7354348636423167,0.8583431559222655,0.5903026921933011,1,94.25,QUIET,0,HMM_QUIET
2025-09-23,80.25,-0.6009759609615616,0.921963121475141,0.5129933212258658,1,102.5,QUIET,0,HMM_QUIET
2025-09-24,114.25,-0.5394816154309825,1.090014064697609,0.5617530561911281,1,67.5,CHOPPY,0,HMM_QUIET
2025-09-25,219.75,0.24311842613879112,1.1189550993835573,0.4999245792898785,1,16.25,TRENDING,0,HMM_QUIET
2025-09-26,213.25,0.31941754464240446,0.8822008375837838,0.7339096394461775,-1,164.0,TRENDING,0,HMM_QUIET
2025-09-29,126.75,-0.06136512247874855,0.7826568080076455,0.5750250620157903,-1,121.0,CHOPPY,0,HMM_QUIET
2025-09-30,108.25,0.20648254467073587,0.7705324227956729,0.530208081724018,-1,88.0,CHOPPY,0,HMM_QUIET
2025-10-01,167.0,0.9499868758454985,1.2558806307670562,0.7104248364043044,1,114.75,CHOPPY,0,HMM_QUIET
2025-10-02,154.75,-0.18577573788732255,0.6964106537915139,0.7405343874857666,-1,41.75,CHOPPY,0,HMM_QUIET
2025-10-03,120.0,-0.6206855392205622,0.9867308572224321,0.5791180103589881,1,112.5,CHOPPY,0,HMM_QUIET
2025-10-06,104.75,-0.11203981875328435,0.5661481106913749,0.746797568283508,-1,42.75,CHOPPY,0,HMM_QUIET
2025-10-07,58.0,-0.7171938305480985,1.1104617182933958,0.6788954717568688,1,157.25,QUIET,0,HMM_QUIET
2025-10-08,157.75,1.0037778730275815,1.0785378933623069,0.6544940640912822,1,115.25,CHOPPY,0,HMM_QUIET
2025-10-09,89.5,-0.1401555529235264,0.6869596115124956,0.5366222640261202,-1,41.25,QUIET,0,HMM_QUIET
2025-10-10,94.25,-3.484341204705046,3.965314607962233,0.5378963770859589,-1,904.25,QUIET,1,HMM_CHOPPY
2025-10-13,189.25,0.31823079789323155,0.9687912264977493,0.6625920618259282,-1,78.75,CHOPPY,0,HMM_QUIET
2025-10-14,301.75,0.501248046756093,2.1267528461554073,0.6532481820247031,1,41.0,TRENDING,0,HMM_QUIET
2025-10-15,220.75,-0.23897849193572576,1.8168364847163756,0.5202980975259804,-1,159.0,TRENDING,0,HMM_QUIET
2025-10-16,112.0,-0.8734191114083509,2.142122757808367,0.355402164401366,-1,254.75,CHOPPY,1,HMM_CHOPPY
2025-10-17,288.5,1.0875058114855167,1.5443391077601019,0.5486791202390284,1,95.5,TRENDING,0,HMM_QUIET
2025-10-20,168.75,0.7484448867877582,0.9564568300572281,0.6720057646354245,1,25.0,CHOPPY,0,HMM_QUIET
2025-10-21,99.75,-0.2025611635903719,0.5711236710011461,0.6567669563661142,-1,28.75,QUIET,0,HMM_QUIET
2025-10-22,173.0,-0.847013190053532,1.9166641929131911,0.4472416614466398,1,74.25,CHOPPY,0,HMM_QUIET
2025-10-23,181.0,1.0083445760255834,1.1572477889371908,0.6342098907485765,1,121.25,CHOPPY,0,HMM_QUIET
2025-10-24,120.5,0.20615318163076982,0.5458150904128954,0.733752812984585,1,19.5,CHOPPY,0,HMM_QUIET
2025-10-27,80.5,0.610092675982685,0.7175851950843961,0.7459775680838828,1,104.75,QUIET,0,HMM_QUIET
2025-10-28,65.0,0.4308773007312439,0.8675124273074488,0.5936612467254497,-1,117.75,QUIET,0,HMM_QUIET
2025-10-29,72.25,0.24842001066016903,1.2601842686362597,0.6631088187318157,1,33.25,QUIET,0,HMM_QUIET
2025-10-30,238.0,-0.5224730390515105,1.2497248882807193,0.589098144244675,1,30.5,TRENDING,0,HMM_QUIET
2025-10-31,142.5,-0.8712081452713341,1.1899195587659952,0.4292997277605602,1,135.25,CHOPPY,0,HMM_QUIET
2025-11-03,231.75,-0.40212305727871317,0.9643330188769141,0.6138381538493413,-1,86.25,TRENDING,0,HMM_QUIET
2025-11-04,230.75,-0.6380747042713129,1.3548161529048424,0.4246748165361058,-1,287.0,TRENDING,0,HMM_QUIET
2025-11-05,230.25,0.8172733412287485,1.5298182423239925,0.7424824747463292,1,62.0,TRENDING,0,HMM_QUIET
2025-11-06,280.5,-1.5881980622230878,1.898826622523005,0.45538913701274686,1,240.5,TRENDING,1,HMM_CHOPPY
2025-11-07,229.75,0.3265598709690266,1.9752889756175267,0.4101858285278421,-1,223.25,TRENDING,1,HMM_CHOPPY
2025-11-10,142.5,0.7527702729159325,1.2050197736794706,0.5334157299337353,1,88.25,CHOPPY,0,HMM_QUIET
2025-11-11,113.0,0.16891067261596743,0.8484588121576631,0.5642290424572064,-1,102.0,CHOPPY,0,HMM_QUIET
2025-11-12,219.0,-0.5799406482145975,1.1317570843920322,0.5199044377081744,-1,15.5,TRENDING,0,HMM_QUIET
2025-11-13,220.75,-1.3404115436320638,1.9605726677722282,0.3464753903520943,1,248.5,TRENDING,1,HMM_CHOPPY
2025-11-14,402.25,1.515810336633263,2.699942360781062,0.5234320896154113,1,87.5,TRENDING,1,HMM_CHOPPY
2025-11-17,299.5,-0.3750337530377734,2.0911882069386247,0.36456967008594865,-1,233.25,TRENDING,1,HMM_CHOPPY
2025-11-18,402.0,-0.6422380225137297,1.8286084168579895,0.472658138557833,-1,13.75,TRENDING,1,HMM_CHOPPY
2025-11-19,415.25,0.392105076033847,1.9503672175776845,0.3597102325164604,-1,247.0,TRENDING,1,HMM_CHOPPY
2025-11-20,155.25,-4.357181813674451,4.919430809658387,0.4062558614840489,-1,1145.75,CHOPPY,1,HMM_CHOPPY
2025-11-21,271.25,0.6032372354381217,2.765181642581938,0.4338332376376953,-1,303.25,TRENDING,1,HMM_CHOPPY
2025-11-24,256.0,1.7453537093863734,1.9563865469114785,0.7702437798186531,1,212.0,TRENDING,1,HMM_CHOPPY
2025-11-25,280.0,0.9333480845243244,2.147304052219216,0.7518921399024344,-1,307.75,TRENDING,1,HMM_CHOPPY
2025-11-26,146.75,0.35980493220204585,0.9545238284037744,0.6296013176960078,-1,121.75,CHOPPY,0,HMM_QUIET
2025-11-27,31.0,-0.006916585973163646,0.12746279864830148,0.7288996172836719,-1,3.75,QUIET,0,HMM_QUIET
2025-11-28,92.0,0.49389775034996747,0.6733176915948659,0.4178905102465402,1,116.25,QUIET,0,HMM_QUIET
2025-12-01,180.75,0.5899880220552569,1.1354299686197646,0.5694105424191784,1,79.75,CHOPPY,0,HMM_QUIET
2025-12-02,183.0,0.4167933391520952,1.0052074650138767,0.5952863401340414,1,25.25,CHOPPY,0,HMM_QUIET
2025-12-03,144.25,0.6295352029809766,1.0031378701706217,0.7421376166418256,1,127.5,CHOPPY,0,HMM_QUIET
2025-12-04,193.25,-0.3529514716034498,0.8799478837496476,0.6260727509598277,-1,30.0,CHOPPY,0,HMM_QUIET
2025-12-05,207.25,0.2170971290608359,0.8440502730750884,0.6484514300637356,-1,101.5,TRENDING,0,HMM_QUIET
2025-12-08,204.0,-0.4827171742628385,1.1515421747474943,0.5797185979895821,1,33.25,TRENDING,0,HMM_QUIET
2025-12-09,110.0,0.2761649182727494,0.6967553061722371,0.6881173192382872,1,32.5,CHOPPY,0,HMM_QUIET
2025-12-10,106.0,0.5702365750714015,1.3315267718761272,0.6460935421451764,-1,157.75,CHOPPY,0,HMM_QUIET
2025-12-11,259.5,0.2915025543033187,1.3249229809304683,0.7251450453228758,-1,118.5,TRENDING,0,HMM_QUIET
2025-12-12,305.5,-1.3507565606079872,1.9669597707332818,0.573484386633706,1,105.25,TRENDING,0,HMM_QUIET
2025-12-15,375.5,-1.2623976700251889,1.4778809823677581,0.6700636397877199,-1,18.75,TRENDING,0,HMM_QUIET
2025-12-16,228.0,0.4932120811949138,1.1044749242174134,0.6632076193879838,1,113.75,TRENDING,0,HMM_QUIET
2025-12-17,195.25,-1.8545544800198561,2.172251178952594,0.7377960813862049,1,370.0,CHOPPY,1,HMM_CHOPPY
2025-12-18,175.5,-0.20760554945603352,0.9981036031540073,0.7113356376528921,-1,95.25,CHOPPY,0,HMM_QUIET
2025-12-22,124.0,-0.3035239813036985,0.6419580690832218,0.9004748799998384,-1,13.75,CHOPPY,0,HMM_QUIET
2025-12-23,124.0,0.6736402897335659,0.7604043791493219,0.959464680576729,1,143.75,CHOPPY,0,HMM_QUIET
2025-12-24,59.25,0.2558561003266042,0.4283651376680267,0.5998850902320929,1,45.75,QUIET,0,HMM_QUIET
2025-12-26,100.75,-0.12065986466789579,0.38900740368929604,0.8256604405937215,1,15.5,CHOPPY,0,HMM_QUIET
2025-12-29,157.25,0.12350721593340336,0.6651884700665188,0.7650622027068466,-1,6.25,CHOPPY,0,HMM_QUIET
2025-12-30,101.25,-0.078816775323538,0.48944244429308165,0.7260306448056696,-1,25.0,CHOPPY,0,HMM_QUIET
2025-12-31,124.0,-0.8577047392811246,0.9647961369212197,0.6315300257545171,1,143.5,CHOPPY,0,HMM_QUIET
2026-01-02,346.25,-1.1435857007990502,2.0954383096343445,0.6549324278566597,1,96.5,TRENDING,0,HMM_QUIET
2026-01-05,145.5,-0.2086339351869906,0.6609991030690636,0.8183839964747461,-1,84.0,CHOPPY,0,HMM_QUIET
2026-01-06,170.0,0.7157902948977999,0.8932750819160555,0.7348578703378074,1,47.5,CHOPPY,0,HMM_QUIET
2026-01-07,109.25,0.13570888505457437,0.881138403675772,0.5972082853877777,-1,40.75,CHOPPY,0,HMM_QUIET
2026-01-08,233.25,-0.3703524165010422,0.9045518444907654,0.721387496990511,1,6.5,TRENDING,0,HMM_QUIET
2026-01-09,245.0,0.8623539248284042,1.439849112368508,0.8682577619769034,1,82.0,TRENDING,0,HMM_QUIET
2026-01-12,189.5,0.8185817076604877,1.0749346979598573,0.7801144695829684,1,35.0,CHOPPY,0,HMM_QUIET
2026-01-13,231.25,-0.12138611381393243,0.923883199583819,0.5854652384374287,-1,76.75,TRENDING,0,HMM_QUIET
2026-01-14,258.25,-0.3554778554778555,1.4374514374514373,0.57634931080124,-1,36.0,TRENDING,0,HMM_QUIET
2026-01-15,117.0,-0.807135969141755,1.0549662487945997,0.6295618805631696,1,147.5,CHOPPY,0,HMM_QUIET
2026-01-16,228.5,-0.6996994385008649,1.1635885689986758,0.6837807570815281,-1,18.5,TRENDING,0,HMM_QUIET
2026-01-19,107.5,0.41414620646028544,0.7185782627604476,0.5625624014152093,1,79.25,CHOPPY,0,HMM_QUIET
2026-01-20,136.5,-0.3941764880657621,1.3112805783896206,0.47751804268711673,-1,218.5,CHOPPY,0,HMM_QUIET
2026-01-21,258.75,1.1886571547635585,2.0826305240807255,0.3827696947602837,1,116.25,TRENDING,0,HMM_QUIET
2026-01-22,197.5,-0.36242093296670197,0.7675939330930149,0.683409990815734,-1,43.75,CHOPPY,0,HMM_QUIET
2026-01-23,202.25,0.4559300191353926,1.1051665560198383,0.5647110861476431,-1,23.0,TRENDING,0,HMM_QUIET
2026-01-26,182.5,0.3660407402372954,0.8874303357477135,0.6917454682240451,-1,3.25,CHOPPY,0,HMM_QUIET
2026-01-27,160.25,0.36755154862360606,0.7591575179686523,0.8541998226755653,1,35.75,CHOPPY,0,HMM_QUIET
2026-01-28,98.0,-0.7865692818984317,1.1769971336882101,0.5941807928541639,1,173.75,QUIET,0,HMM_QUIET
2026-01-29,459.0,-0.5127567371069423,2.453770579625573,0.6267366681697452,-1,263.75,TRENDING,1,HMM_CHOPPY
2026-01-30,148.75,-0.6802984410230605,1.4341426594540194,0.34851780835495694,1,136.0,CHOPPY,1,HMM_CHOPPY
2026-02-02,372.0,1.2195480037976294,1.6002897160586873,0.7187678648107729,-1,11.75,TRENDING,1,HMM_CHOPPY
2026-02-03,482.25,-1.7968343326457037,2.832134801133625,0.46909812106360094,1,78.0,TRENDING,1,HMM_CHOPPY
2026-02-04,278.75,-1.85739610005909,2.3734488871380734,0.478006905010687,1,334.75,TRENDING,1,HMM_CHOPPY
2026-02-05,410.5,-0.8063865003431432,1.7126882241330588,0.5680486759717684,1,7.5,TRENDING,1,HMM_CHOPPY
2026-02-06,283.5,1.5337237479806138,2.104200323101777,0.7616393403014473,1,235.5,TRENDING,1,HMM_CHOPPY
2026-02-09,298.75,1.1493450130199239,1.8896349432810207,0.7081080917779972,1,163.25,TRENDING,0,HMM_QUIET
2026-02-10,195.75,-0.5576079996059308,0.9832027978917295,0.6237254378431129,-1,166.5,CHOPPY,0,HMM_QUIET
2026-02-11,407.5,-0.5438951944449909,1.6031630505340597,0.6206031947006008,-1,203.25,TRENDING,0,HMM_QUIET
2026-02-12,223.75,-2.2182331068085652,2.6522137946679556,0.4599410028904766,1,448.0,TRENDING,1,HMM_CHOPPY
2026-02-13,292.0,0.17985066332562064,1.6843317739539867,0.5569813343560163,-1,61.25,TRENDING,0,HMM_QUIET
2026-02-16,105.25,-0.06764192183824494,0.5128671088631109,0.481690495338457,-1,36.75,CHOPPY,0,HMM_QUIET
2026-02-17,354.25,0.4927257058853348,1.7853703046585896,0.5381631459065881,-1,254.25,TRENDING,0,HMM_QUIET
2026-02-18,322.75,0.5592784803748678,1.517609714314506,0.6144285774870429,-1,109.75,TRENDING,0,HMM_QUIET
2026-02-19,188.0,0.12281549488604333,0.8607151485866151,0.5030561357085531,1,5.75,CHOPPY,0,HMM_QUIET
2026-02-20,405.25,1.495028373170411,1.8723257907567192,0.6152594395103369,1,110.5,TRENDING,0,HMM_QUIET
2026-02-23,200.5,-0.8136102076557418,1.4901175881911433,0.6119271622845768,1,92.75,TRENDING,0,HMM_QUIET
2026-02-24,320.5,0.8748324413670769,1.5591771737268063,0.7957550054511021,1,10.5,TRENDING,0,HMM_QUIET
2026-02-25,204.25,0.8892995896304687,0.953885593346648,0.8590434389924071,1,50.0,TRENDING,0,HMM_QUIET
2026-02-26,457.0,-1.0210624969170818,1.8941449218171953,0.7171247867167256,-1,149.5,TRENDING,0,HMM_QUIET
2026-02-27,217.75,0.6679158607350096,1.0346147646679562,0.5625975901441829,1,10.75,TRENDING,0,HMM_QUIET
2026-03-02,342.5,1.5135222869200025,2.0075473229320946,0.5974585744788854,1,136.5,TRENDING,0,HMM_QUIET
2026-03-03,310.25,0.8467581695350471,2.0358878733225323,0.5689857101565338,-1,383.0,TRENDING,0,HMM_QUIET
2026-03-04,328.5,1.0572270674271458,1.6235627848024867,0.6709693783340909,-1,23.5,TRENDING,0,HMM_QUIET
2026-03-05,223.0,0.18909265540114656,1.7378515472581564,0.4404122900140387,1,23.25,TRENDING,0,HMM_QUIET
2026-03-06,217.0,-0.17318034048672792,1.2801166688609593,0.4753620781404093,-1,179.25,TRENDING,0,HMM_QUIET
2026-03-09,212.75,2.2163102425048606,3.0359152767829736,0.49441294699978944,-1,573.0,TRENDING,1,HMM_CHOPPY
2026-03-10,188.5,0.00800272092511454,1.3014424904467519,0.4630223680655605,-1,10.25,CHOPPY,0,HMM_QUIET
2026-03-11,201.25,-0.3285400439384861,1.2232873976432994,0.5722752321750056,1,75.0,TRENDING,0,HMM_QUIET
2026-03-12,218.0,-0.8243948215492971,1.1775627377576865,0.562421801142996,1,46.0,TRENDING,0,HMM_QUIET
2026-03-13,194.0,-1.1168367450447343,1.843135663711428,0.5000188415416115,-1,304.25,CHOPPY,0,HMM_QUIET
2026-03-16,142.75,0.021293207466818086,0.8679516948379181,0.6317706526331113,-1,57.0,CHOPPY,0,HMM_QUIET
2026-03-17,368.0,-0.7849764507064788,1.5499535013949581,0.985518253810477,1,258.25,TRENDING,0,HMM_QUIET
2026-03-18,404.25,-1.9715993421316538,2.305547755625978,1.0217751537382274,1,384.5,TRENDING,1,HMM_CHOPPY
2026-03-19,432.25,-0.2149151085321298,2.365089599132152,1.1541083435623822,1,50.5,TRENDING,1,HMM_CHOPPY
2026-03-20,250.25,-1.4619554675296833,2.124531653581893,0.48329151181059815,1,141.0,TRENDING,1,HMM_CHOPPY
2026-03-23,257.5,-0.5174631039621139,1.571781420318847,0.7734028761552175,-1,269.5,TRENDING,0,HMM_QUIET
2026-03-24,183.5,-0.12265259425697266,1.0358475397332563,0.8800751660460904,-1,21.25,CHOPPY,0,HMM_QUIET
2026-03-25,198.5,-0.20159433489219308,0.980341994044269,0.8790638159759478,-1,99.5,CHOPPY,0,HMM_QUIET
2026-03-26,178.5,-1.5710382513661203,1.9891538334161285,0.8435573338820527,-1,395.0,CHOPPY,1,HMM_CHOPPY
2026-03-27,220.25,-1.5377948761308868,1.670964741692737,0.7876641000844917,1,187.0,TRENDING,1,HMM_CHOPPY
2026-03-30,245.5,-1.669573354885363,2.186396699136501,0.7585668661220878,1,209.0,TRENDING,1,HMM_CHOPPY
2026-03-31,202.25,2.1256575852187676,2.560839998289209,0.8336953269306898,1,310.25,TRENDING,1,HMM_CHOPPY
2026-04-01,167.5,0.40475745687776327,1.2692778711833448,0.8705402747202347,-1,0.25,CHOPPY,0,HMM_QUIET
2026-04-02,328.0,1.8957844570923592,2.481773326459975,1.0085984644477137,1,272.0,TRENDING,1,HMM_CHOPPY
2026-04-06,207.75,0.38944982485060786,1.0323511230166906,0.9962310773046017,-1,6.0,TRENDING,0,HMM_QUIET
2026-04-07,314.0,0.5661252900232019,1.88605310647074,0.8648440994138121,-1,273.25,TRENDING,0,HMM_QUIET
2026-04-08,209.25,-0.48711767215294105,1.2907130172524977,0.8503514487393186,-1,21.5,TRENDING,0,HMM_QUIET
2026-04-09,149.0,0.5960687372911766,1.24795662054942,0.8177853886984242,-1,248.75,CHOPPY,0,HMM_QUIET
2026-04-10,104.0,-0.11949437092632827,0.6774639541773652,0.8101073954090494,-1,56.75,CHOPPY,0,HMM_QUIET
2026-04-13,173.0,1.2928555848585197,1.5476591778866173,0.9598840935033291,1,245.25,CHOPPY,0,HMM_QUIET
2026-04-14,150.75,1.2492082825822168,1.3622411693057248,0.7919721460085751,1,173.25,CHOPPY,0,HMM_QUIET
2026-04-15,152.75,1.232563501517888,1.51884871075587,0.7542471262830335,1,210.5,CHOPPY,0,HMM_QUIET
2026-04-16,178.0,0.0482233022560941,1.0911704079124038,0.7850692706641725,-1,100.0,CHOPPY,0,HMM_QUIET
2026-04-17,146.5,0.5188674827434416,0.9562521658502777,0.8348132053665245,1,91.25,CHOPPY,0,HMM_QUIET
2026-04-20,112.0,-0.17633064328030976,0.9665531557587349,0.9502990982017115,-1,19.25,CHOPPY,0,HMM_QUIET
2026-04-21,159.0,-0.7488366454356401,1.2440200311471283,0.7973222955433289,-1,234.25,CHOPPY,0,HMM_QUIET
2026-04-22,184.0,0.871425249941874,1.2164612880725412,0.8290259553869703,1,125.75,CHOPPY,0,HMM_QUIET
2026-04-23,138.75,-0.11567647603183417,1.7619840829168982,0.7957467294682616,-1,31.5,CHOPPY,0,HMM_QUIET
2026-04-24,137.5,0.8121939342710928,1.2228847585009326,0.8870022884749635,-1,230.0,CHOPPY,0,HMM_QUIET
2026-04-27,137.0,0.06475738781466618,0.5718715797154323,1.00838466137231,-1,67.75,CHOPPY,0,HMM_QUIET
2026-04-28,183.75,-0.016567720557779924,0.9047816282387593,0.9490031915494844,-1,12.25,CHOPPY,0,HMM_QUIET
2026-04-29,152.75,0.533874865612394,1.0649930623834158,0.8088359574482175,1,83.5,CHOPPY,0,HMM_QUIET
2026-04-30,328.5,0.33469150174621654,1.6789144353899883,0.917615088249486,-1,351.5,TRENDING,0,HMM_QUIET
2026-05-01,294.25,0.7020718357007147,1.0947254139147742,0.9260905404389336,-1,44.75,TRENDING,0,HMM_QUIET
2026-05-04,105.0,-0.34105799781004864,1.1775476134915364,0.8559493623052541,-1,111.75,CHOPPY,0,HMM_QUIET
2026-05-05,164.5,0.5618479348292125,0.7806917250250107,0.9691664432440531,1,25.5,CHOPPY,0,HMM_QUIET
2026-05-06,170.0,1.1351027668680322,1.3984043396326107,0.9280305161127657,1,293.25,CHOPPY,0,HMM_QUIET
2026-05-07,194.5,-0.02173894140050956,1.366944635264041,0.7213850137387806,-1,130.0,CHOPPY,0,HMM_QUIET
2026-05-08,306.75,1.6561193306265203,1.8258001402463835,0.8176146180436844,1,244.75,TRENDING,0,HMM_QUIET
2026-05-11,162.75,0.34209179320934996,0.7976454529943696,0.9653289589712774,-1,119.75,CHOPPY,0,HMM_QUIET
2026-05-12,215.0,-0.2892572592446791,1.8989995806625533,0.8344289585080678,-1,42.75,TRENDING,0,HMM_QUIET
2026-05-13,214.25,0.5898622232086456,1.6748331142335204,0.9581057890534186,-1,222.75,TRENDING,0,HMM_QUIET
2026-05-14,230.75,0.8676476824562147,1.1186972562656377,0.8521881155851743,1,109.75,TRENDING,0,HMM_QUIET
2026-05-15,293.25,-0.3594818679395114,1.357663111695542,0.8946701486228699,-1,119.25,TRENDING,0,HMM_QUIET
2026-05-18,238.75,-0.8734257034272372,1.849958245990763,0.7722905568014867,1,71.5,TRENDING,0,HMM_QUIET
2026-05-19,405.0,0.180241072434381,1.6065718667949151,0.8184098271366727,-1,190.5,TRENDING,0,HMM_QUIET
2026-05-20,225.75,0.9708153473094054,1.339707981495176,1.0143207237174598,1,146.5,TRENDING,0,HMM_QUIET
2026-05-21,213.0,0.828284902625184,1.4614779066981551,0.8731447872221099,-1,269.25,TRENDING,0,HMM_QUIET
2026-05-22,228.0,-0.09803755852673213,0.8747316644411014,0.9114000753362863,1,12.25,TRENDING,0,HMM_QUIET
2026-05-25,55.5,0.07514904560712078,0.2872363520983284,0.6283513920530669,1,20.25,QUIET,0,HMM_QUIET
2026-05-26,257.5,0.557650344037656,0.9781872601560083,0.8811601754897926,1,1.5,TRENDING,0,HMM_QUIET
